,image,detected_animal,confidence
33,../pictures/01_CZARNE/B/Lato/3/2023-07-22 04-52-44.JPG,red deer,0.9999955892562866
34,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-04 22-31-44.JPG,lynx,0.9999843835830688
35,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-04 22-31-51.JPG,lynx,0.9999982118606567
36,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-06 21-22-22.JPG,wolf,0.9312918186187744
37,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-09 00-23-47.JPG,lynx,0.9999916553497314
38,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-10 13-37-48.JPG,otter,0.8148589134216309
39,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-10 13-38-08.JPG,raccoon dog,0.31202027201652527
40,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-10 13-43-49.JPG,dog,0.999648928642273
41,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-06 21-20-43.JPG,roe deer,0.9999854564666748
42,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-09 03-59-04.JPG,wild boar,0.6791819930076599
43,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-09 03-59-13.JPG,wild boar,0.999957799911499
44,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-25 07-12-39.JPG,bear,0.9055326581001282
45,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-05.JPG,red deer,1.0
46,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-34.JPG,red deer,1.0
47,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-44.JPG,red deer,0.9999997615814209
48,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-10-06 00-19-07.JPG,wolf,0.9999774694442749
49,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-25 23-53-12.JPG,badger,0.9429135918617249
50,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-26 16-49-12.JPG,bird,0.9999641180038452
51,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-28 23-05-39.JPG,marten,0.9997559189796448
52,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-28 23-08-46.JPG,marten,0.9985798597335815
53,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-10-03 18-43-03.JPG,red deer,1.0
54,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-10-07 06-54-07.JPG,squirrel,1.0
55,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-58-35.JPG,red deer,0.9964874982833862
56,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-03.JPG,bear,0.8600603342056274
57,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-13.JPG,bear,0.6312387585639954
58,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-43.JPG,red deer,0.9999874830245972
59,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-03-09.JPG,bear,0.7729287147521973
60,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-05-58.JPG,bear,0.9921080470085144
61,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-06-25.JPG,bear,0.9784952998161316
62,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-44-08.JPG,red deer,1.0
63,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-45-56.JPG,red deer,1.0
64,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-46-13.JPG,red deer,0.9999991655349731
65,../pictures/01_CZARNE/B/Wiosna/1/2023-05-12 21-40-42.JPG,beaver,0.4941655695438385
66,../pictures/01_CZARNE/B/Wiosna/1/2023-05-14 11-09-45.JPG,bird,0.9999982118606567
67,../pictures/01_CZARNE/B/Wiosna/1/2023-05-14 11-10-20.JPG,bird,0.9989398121833801
68,../pictures/01_CZARNE/B/Wiosna/1/2023-05-16 22-22-22.JPG,bear,0.7657187581062317
69,../pictures/01_CZARNE/B/Wiosna/1/2023-05-16 22-39-18.JPG,beaver,0.991586446762085
70,../pictures/01_CZARNE/B/Wiosna/1/2023-05-21 09-53-24.JPG,fox,0.999062716960907
71,../pictures/01_CZARNE/B/Wiosna/1/2023-05-21 09-56-18.JPG,fox,1.0
72,../pictures/01_CZARNE/B/Wiosna/2/2023-05-04 09-00-11.JPG,bird,0.9993701577186584
73,../pictures/01_CZARNE/B/Wiosna/2/2023-05-08 07-16-10.JPG,empty,0.0
74,../pictures/01_CZARNE/B/Wiosna/2/2023-05-13 05-58-53.JPG,empty,0.0
75,../pictures/01_CZARNE/B/Wiosna/2/2023-05-15 04-32-00.JPG,empty,0.0
76,../pictures/01_CZARNE/B/Wiosna/3/2023-05-11 07-37-33.JPG,empty,0.0
77,../pictures/01_CZARNE/B/Zima/2/2023-02-27 00-07-40.JPG,empty,0.0
78,../pictures/01_CZARNE/B/Zima/2/2023-03-03 09-43-28.JPG,empty,0.0
79,../pictures/01_CZARNE/B/Zima/3/2023-02-28 18-23-43.JPG,empty,0.0
80,../pictures/01_CZARNE/B/Zima/3/2023-03-01 10-39-58.JPG,empty,0.0
81,../pictures/01_CZARNE/B/Zima/3/2023-03-03 09-43-23.JPG,empty,0.0
82,../pictures/01_CZARNE/B/Zima/3/2023-03-03 09-43-31.JPG,empty,0.0
83,../pictures/01_CZARNE/B/Zima/3/2023-03-04 05-33-03.JPG,empty,0.0
84,../pictures/01_CZARNE/B/Zima/3/2023-03-07 04-03-14.JPG,empty,0.0
85,../pictures/01_CZARNE/B/Zima/3/2023-03-07 21-43-50.JPG,empty,0.0
86,../pictures/01_CZARNE/B/Zima/3/2023-03-09 21-40-23.JPG,empty,0.0
87,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-22-49.JPG,empty,0.0
88,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-39-01.JPG,red deer,0.9939905405044556
89,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-39-30.JPG,red deer,1.0
90,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-41-33.JPG,red deer,0.9962981343269348
91,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 17-57-20.JPG,red deer,0.9998431205749512
92,../pictures/01_CZARNE/B/Wiosna/2/2023-05-13 22-20-08.JPG,marten,0.9719344973564148
93,../pictures/01_CZARNE/B/Wiosna/3/2023-05-02 22-39-05.JPG,red deer,1.0
94,../pictures/01_CZARNE/B/Wiosna/3/2023-05-05 09-11-05.JPG,roe deer,0.9999957084655762
95,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 01-13-02.JPG,polecat,0.46690502762794495
96,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 14-12-14.JPG,red deer,0.9999960660934448
97,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 14-12-25.JPG,red deer,0.9999982118606567
98,../pictures/01_CZARNE/B/Wiosna/3/2023-05-07 13-49-02.JPG,red deer,0.9999990463256836
99,../pictures/01_CZARNE/B/Wiosna/3/2023-05-07 20-06-42.JPG,red deer,0.9999992847442627
100,../pictures/01_CZARNE/B/Wiosna/3/2023-05-09 13-42-13.JPG,roe deer,0.9999996423721313
101,../pictures/01_CZARNE/B/Wiosna/3/2023-05-11 19-05-09.JPG,red deer,1.0
102,../pictures/01_CZARNE/B/Wiosna/3/2023-05-12 17-49-01.JPG,red deer,1.0
103,../pictures/01_CZARNE/B/Wiosna/3/2023-05-15 18-50-05.JPG,roe deer,0.9922741055488586
104,../pictures/01_CZARNE/B/Zima/1/2023-03-09 16-18-49.JPG,bird,0.999995231628418
105,../pictures/01_CZARNE/B/Zima/2/2023-02-27 00-07-32.JPG,raccoon dog,0.7693390250205994
106,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-38-03.JPG,fox,1.0
107,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-38-10.JPG,fox,1.0
108,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-53-43.JPG,fox,1.0
109,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-53-50.JPG,fox,1.0
110,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-54-46.JPG,fox,1.0
111,../pictures/01_CZARNE/B/Zima/2/2023-02-28 08-31-54.JPG,bird,0.6987294554710388
112,../pictures/01_CZARNE/B/Zima/2/2023-03-01 22-15-43.JPG,fox,0.9999920129776001
113,../pictures/01_CZARNE/B/Zima/2/2023-03-05 23-56-15.JPG,fox,0.9757530093193054
114,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-19.JPG,fox,1.0
115,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-27.JPG,fox,1.0
116,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-34.JPG,fox,0.9999966621398926
117,../pictures/01_CZARNE/B/Zima/2/2023-03-08 13-24-20.JPG,bird,0.9999794960021973
118,../pictures/01_CZARNE/B/Zima/2/2023-03-09 14-02-59.JPG,fox,1.0
119,../pictures/01_CZARNE/B/Zima/2/2023-03-10 18-14-42.JPG,fox,0.9951210618019104
120,../pictures/01_CZARNE/B/Zima/3/2023-03-04 06-56-42.JPG,squirrel,0.9974574446678162
121,../pictures/01_CZARNE/B/Zima/3/2023-03-08 04-49-02.JPG,raccoon dog,0.45836588740348816
122,../pictures/01_CZARNE/B/Zima/3/2023-03-08 10-25-35.JPG,bird,0.9999122619628906
123,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-22-36.JPG,bird,0.9999758005142212
124,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-23-00.JPG,bird,0.999869704246521
125,../pictures/01_CZARNE/R/Lato/1/2023-07-20 20-57-12.JPG,fox,0.8532374501228333
126,../pictures/01_CZARNE/R/Lato/1/2023-07-27 20-11-08.JPG,raccoon dog,0.9030556678771973
127,../pictures/01_CZARNE/R/Lato/2/2023-07-17 06-31-45.JPG,roe deer,0.9999104738235474
128,../pictures/01_CZARNE/R/Lato/2/2023-07-17 22-30-59.JPG,lynx,0.6086845397949219
129,../pictures/01_CZARNE/R/Lato/2/2023-07-18 03-36-56.JPG,roe deer,0.998991072177887
130,../pictures/01_CZARNE/R/Lato/2/2023-07-18 03-37-03.JPG,roe deer,0.9791494011878967
131,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-56-24.JPG,red deer,0.9538549780845642
132,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-56-51.JPG,red deer,0.8800252079963684
133,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-28.JPG,red deer,0.8306551575660706
134,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-36.JPG,red deer,0.9995710253715515
135,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-54.JPG,red deer,0.6581742763519287
136,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-58-02.JPG,beaver,0.7445601224899292
137,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-58-17.JPG,red deer,0.9951508045196533
138,../pictures/01_CZARNE/R/Lato/3/2023-07-28 13-12-15.JPG,red deer,0.5348970293998718
139,../pictures/01_CZARNE/R/Późna jesień/1/2022-11-27 20-44-11.JPG,fox,0.9999904632568359
140,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-03-20.JPG,red deer,0.9291075468063354
141,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-06-09.JPG,red deer,0.9999988079071045
142,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-07-03.JPG,red deer,0.9999967813491821
143,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-07-31.JPG,red deer,0.9999986886978149
144,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-08-09.JPG,red deer,0.9999994039535522
145,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-24-54.JPG,red deer,0.9507780075073242
146,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-25-19.JPG,red deer,0.9199908375740051
147,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-27-28.JPG,red deer,0.9881275296211243
148,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-10.JPG,red deer,0.9999998807907104
149,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-18.JPG,red deer,0.9981566071510315
150,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-32.JPG,red deer,0.9999697208404541
151,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-30-22.JPG,red deer,0.9999912977218628
152,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-30-47.JPG,red deer,0.9999988079071045
153,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-31-10.JPG,red deer,0.9999998807907104
154,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-04.JPG,wild boar,1.0
155,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-11.JPG,wild boar,0.9999997615814209
156,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-19.JPG,badger,0.9993687272071838
157,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-30.JPG,wild boar,0.9999953508377075
158,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-38.JPG,wild boar,0.9382112622261047
159,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-45.JPG,polecat,0.4772067368030548
160,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-56.JPG,bear,0.811822772026062
161,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-10-05.JPG,wild boar,0.9738448262214661
162,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-10-16.JPG,wild boar,0.9900788068771362
163,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-10 20-27-31.JPG,fox,0.9999889135360718
164,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-24-33.JPG,wild boar,0.9999964237213135
165,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-24-49.JPG,wild boar,0.9999953508377075
166,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-07.JPG,wild boar,0.9999988079071045
167,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-23.JPG,wild boar,0.9933557510375977
168,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-31.JPG,wild boar,0.9999969005584717
169,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-43.JPG,fallow deer,0.29729077219963074
170,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-57.JPG,wild boar,0.4575580358505249
171,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-01 04-39-36.JPG,red deer,1.0
172,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-01 04-40-53.JPG,red deer,1.0
173,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-30-06.JPG,red deer,0.9999997615814209
174,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-30-48.JPG,red deer,0.9999525547027588
175,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-31-32.JPG,red deer,0.9999499320983887
176,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-32-47.JPG,red deer,0.9999997615814209
177,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-53-11.JPG,red deer,0.967334508895874
178,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-59-37.JPG,red deer,1.0
179,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-59-45.JPG,red deer,1.0
180,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-09 01-08-37.JPG,wild boar,0.999647855758667
181,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-09 01-09-04.JPG,wild boar,0.9995310306549072
182,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-20-57.JPG,wild boar,0.9950290322303772
183,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-04.JPG,wild boar,0.8810535669326782
184,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-11.JPG,lynx,0.7367660999298096
185,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-18.JPG,lynx,0.3071412146091461
186,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-27.JPG,bear,0.3753388822078705
187,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-36.JPG,bear,0.9236133098602295
188,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-28-08.JPG,empty,0.0
189,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-22-40.JPG,empty,0.0
190,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-45.JPG,bear,0.4707536995410919
191,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-52.JPG,badger,0.29702332615852356
192,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-01.JPG,bear,0.7646904587745667
193,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-10.JPG,bear,0.5863739252090454
194,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-20.JPG,bear,0.5736292004585266
195,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-29.JPG,lynx,0.6428795456886292
196,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-36.JPG,wild boar,0.9457873702049255
197,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-44.JPG,wild boar,0.9529175758361816
198,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-51.JPG,lynx,0.9961643218994141
199,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-58.JPG,wild boar,0.9704762101173401
200,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-06.JPG,wild boar,0.973089873790741
201,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-13.JPG,fallow deer,0.3485121726989746
202,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-21.JPG,lynx,0.5658653974533081
203,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-29.JPG,bear,0.6932269930839539
204,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-36.JPG,bear,0.3758208155632019
205,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-44.JPG,badger,0.7588154077529907
206,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-53.JPG,lynx,0.29962027072906494
207,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-01.JPG,bear,0.8427413105964661
208,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-10.JPG,red deer,0.3453085422515869
209,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-17.JPG,wild boar,0.9948949217796326
210,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-24.JPG,bear,0.604301393032074
211,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-32.JPG,lynx,0.6643292903900146
212,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-40.JPG,wild boar,0.8253269195556641
213,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-49.JPG,lynx,0.46942079067230225
214,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-00.JPG,lynx,0.7984586954116821
215,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-08.JPG,wild boar,0.38274845480918884
216,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-16.JPG,bear,0.3749944865703583
217,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-23.JPG,wild boar,0.496163934469223
218,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-30.JPG,marten,0.3574734628200531
219,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-37.JPG,wild boar,0.8625149130821228
220,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-46.JPG,raccoon,0.16607798635959625
221,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-54.JPG,lynx,0.34953948855400085
222,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-02.JPG,fallow deer,0.7835745215415955
223,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-10.JPG,wild boar,0.9528943300247192
224,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-21.JPG,badger,0.9247341156005859
225,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-28.JPG,bear,0.5375295281410217
226,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-35.JPG,wild boar,0.9992004036903381
227,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-44.JPG,lynx,0.9003430604934692
228,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-51.JPG,wild boar,0.5926286578178406
229,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-00.JPG,bear,0.26914140582084656
230,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-08.JPG,raccoon dog,0.45555272698402405
231,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-15.JPG,fallow deer,0.43983033299446106
232,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-57.JPG,bear,0.7137792706489563
233,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-28 03-57-14.JPG,lynx,0.5978530049324036
234,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-30 09-31-46.JPG,dog,0.9999809265136719
235,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-30 18-05-32.JPG,lynx,0.5572383999824524
236,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-21-58.JPG,marten,0.9893783926963806
237,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-23-24.JPG,marten,0.9355208873748779
238,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-23-37.JPG,marten,0.9990057349205017
239,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-24-17.JPG,marten,0.9994176626205444
240,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-55.JPG,empty,0.0
241,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-11.JPG,empty,0.0
242,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-06 03-23-53.JPG,empty,0.0
243,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-26-47.JPG,bear,0.7806390523910522
244,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-26-55.JPG,marten,0.8679091334342957
245,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-12.JPG,marten,0.9999223947525024
246,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-19.JPG,marten,0.9804832935333252
247,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-03.JPG,marten,0.9801563024520874
248,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-29.JPG,marten,0.7157106995582581
249,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-46.JPG,marten,0.9901781678199768
250,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-33-10.JPG,polecat,0.7241739630699158
251,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-33-21.JPG,marten,0.9071101546287537
252,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-35-32.JPG,marten,0.8037245869636536
253,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 10-32-12.JPG,bird,0.9999908208847046
254,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-03 19-35-46.JPG,raccoon dog,0.6249956488609314
255,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-03 19-35-54.JPG,fox,0.5027248859405518
256,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-04 16-46-21.JPG,fox,1.0
257,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-04 16-46-38.JPG,fox,1.0
258,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-05 19-23-31.JPG,red deer,0.999524712562561
259,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-05 19-23-38.JPG,red deer,0.9471027851104736
