,image,detected_animal,confidence
33,../pictures/01_CZARNE/B/Lato/2/2023-07-28 19-09-24.JPG,red deer,0.9641810059547424
34,../pictures/01_CZARNE/B/Lato/3/2023-07-19 05-18-16.JPG,hare,0.4775846302509308
35,../pictures/01_CZARNE/B/Lato/3/2023-07-22 04-52-44.JPG,red deer,0.9603200554847717
36,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-04 22-31-44.JPG,lynx,0.4766199290752411
37,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-04 22-31-51.JPG,lynx,0.7046721577644348
38,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-06 21-22-22.JPG,wolf,0.5425190925598145
39,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-09 00-23-47.JPG,lynx,0.8388550281524658
40,../pictures/01_CZARNE/B/Późna jesień/2/2022-12-10 13-43-49.JPG,wolf,0.5738245844841003
41,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-06 21-20-43.JPG,roe deer,0.944110631942749
42,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-09 03-59-04.JPG,wild boar,0.8131725192070007
43,../pictures/01_CZARNE/B/Późna jesień/3/2022-12-09 03-59-13.JPG,wild boar,0.9441754221916199
44,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-25 07-12-39.JPG,squirrel,0.9135586619377136
45,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-05.JPG,red deer,0.9885184168815613
46,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-34.JPG,red deer,0.9563156962394714
47,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-09-26 06-17-44.JPG,red deer,0.9226323962211609
48,../pictures/01_CZARNE/B/Wczesna jesień/1/2022-10-06 00-19-07.JPG,wolf,0.8835641741752625
49,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-25 23-53-12.JPG,badger,0.20556855201721191
50,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-26 16-49-12.JPG,bird,0.9876948595046997
51,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-28 23-05-39.JPG,marten,0.979320764541626
52,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-09-28 23-08-46.JPG,marten,0.6758972406387329
53,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-10-03 18-43-03.JPG,red deer,0.9995449185371399
54,../pictures/01_CZARNE/B/Wczesna jesień/2/2022-10-07 06-54-07.JPG,squirrel,0.9896886348724365
55,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-58-35.JPG,red deer,0.8486213088035583
56,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-03.JPG,red deer,0.9535776972770691
57,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-13.JPG,red deer,0.9290379881858826
58,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 19-59-43.JPG,red deer,0.9673653244972229
59,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-03-09.JPG,red deer,0.9888962507247925
60,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-05-58.JPG,red deer,0.9485653042793274
61,../pictures/01_CZARNE/B/Wiosna/1/2023-05-07 20-06-25.JPG,red deer,0.9288862347602844
62,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-44-08.JPG,red deer,0.9973427653312683
63,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-45-56.JPG,red deer,0.9874841570854187
64,../pictures/01_CZARNE/B/Wiosna/1/2023-05-10 13-46-13.JPG,red deer,0.977378249168396
65,../pictures/01_CZARNE/B/Wiosna/1/2023-05-12 21-40-42.JPG,wildcat,0.7757277488708496
66,../pictures/01_CZARNE/B/Wiosna/1/2023-05-14 11-09-45.JPG,bird,0.9811004400253296
67,../pictures/01_CZARNE/B/Wiosna/1/2023-05-14 11-10-20.JPG,bird,0.9745927453041077
68,../pictures/01_CZARNE/B/Wiosna/1/2023-05-16 22-22-22.JPG,wild boar,0.3769165277481079
69,../pictures/01_CZARNE/B/Wiosna/1/2023-05-16 22-39-18.JPG,wildcat,0.277822881937027
70,../pictures/01_CZARNE/B/Wiosna/1/2023-05-21 09-53-24.JPG,wolf,0.6935974359512329
71,../pictures/01_CZARNE/B/Wiosna/1/2023-05-21 09-56-18.JPG,fox,0.9629656076431274
72,../pictures/01_CZARNE/B/Wiosna/2/2023-05-04 09-00-11.JPG,bird,0.9493333697319031
73,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-39-01.JPG,red deer,0.9563504457473755
74,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-39-30.JPG,red deer,0.9753773212432861
75,../pictures/01_CZARNE/B/Wiosna/2/2023-05-08 07-16-10.JPG,empty,0.0
76,../pictures/01_CZARNE/B/Wiosna/2/2023-05-13 05-58-53.JPG,empty,0.0
77,../pictures/01_CZARNE/B/Wiosna/2/2023-05-15 04-32-00.JPG,empty,0.0
78,../pictures/01_CZARNE/B/Wiosna/3/2023-05-11 07-37-33.JPG,empty,0.0
79,../pictures/01_CZARNE/B/Zima/2/2023-02-27 00-07-40.JPG,empty,0.0
80,../pictures/01_CZARNE/B/Zima/2/2023-03-03 09-43-28.JPG,empty,0.0
81,../pictures/01_CZARNE/B/Zima/3/2023-02-28 18-23-43.JPG,empty,0.0
82,../pictures/01_CZARNE/B/Zima/3/2023-03-01 10-39-58.JPG,empty,0.0
83,../pictures/01_CZARNE/B/Zima/3/2023-03-03 09-43-23.JPG,empty,0.0
84,../pictures/01_CZARNE/B/Zima/3/2023-03-03 09-43-31.JPG,empty,0.0
85,../pictures/01_CZARNE/B/Zima/3/2023-03-04 05-33-03.JPG,empty,0.0
86,../pictures/01_CZARNE/B/Zima/3/2023-03-07 04-03-14.JPG,empty,0.0
87,../pictures/01_CZARNE/B/Zima/3/2023-03-07 21-43-50.JPG,empty,0.0
88,../pictures/01_CZARNE/B/Zima/3/2023-03-09 21-40-23.JPG,empty,0.0
89,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-22-49.JPG,empty,0.0
90,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 13-41-33.JPG,red deer,0.6189545392990112
91,../pictures/01_CZARNE/B/Wiosna/2/2023-05-07 17-57-20.JPG,fallow deer,0.848381519317627
92,../pictures/01_CZARNE/B/Wiosna/2/2023-05-13 22-20-08.JPG,marten,0.8089687824249268
93,../pictures/01_CZARNE/B/Wiosna/3/2023-05-02 22-39-05.JPG,red deer,0.9967780709266663
94,../pictures/01_CZARNE/B/Wiosna/3/2023-05-05 09-11-05.JPG,roe deer,0.9943283200263977
95,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 01-13-02.JPG,polecat,0.32976943254470825
96,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 14-12-14.JPG,red deer,0.9804545044898987
97,../pictures/01_CZARNE/B/Wiosna/3/2023-05-06 14-12-25.JPG,red deer,0.9863516092300415
98,../pictures/01_CZARNE/B/Wiosna/3/2023-05-07 13-49-02.JPG,red deer,0.9844831824302673
99,../pictures/01_CZARNE/B/Wiosna/3/2023-05-07 20-06-42.JPG,red deer,0.6899338364601135
100,../pictures/01_CZARNE/B/Wiosna/3/2023-05-09 13-42-13.JPG,roe deer,0.9958576560020447
101,../pictures/01_CZARNE/B/Wiosna/3/2023-05-11 19-05-09.JPG,red deer,0.9788596630096436
102,../pictures/01_CZARNE/B/Wiosna/3/2023-05-12 17-49-01.JPG,red deer,0.9807348847389221
103,../pictures/01_CZARNE/B/Wiosna/3/2023-05-15 18-50-05.JPG,roe deer,0.7914884090423584
104,../pictures/01_CZARNE/B/Zima/1/2023-03-09 16-18-49.JPG,bird,0.9340851902961731
105,../pictures/01_CZARNE/B/Zima/2/2023-02-27 00-07-32.JPG,fallow deer,0.3217705488204956
106,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-38-03.JPG,fox,0.9958525896072388
107,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-38-10.JPG,fox,0.9926419854164124
108,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-53-43.JPG,fox,0.9972290396690369
109,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-53-50.JPG,fox,0.993956446647644
110,../pictures/01_CZARNE/B/Zima/2/2023-02-28 07-54-46.JPG,fox,0.9964864253997803
111,../pictures/01_CZARNE/B/Zima/2/2023-02-28 08-31-54.JPG,bird,0.8567348718643188
112,../pictures/01_CZARNE/B/Zima/2/2023-03-01 22-15-43.JPG,fox,0.9935103058815002
113,../pictures/01_CZARNE/B/Zima/2/2023-03-05 23-56-15.JPG,fox,0.5506588220596313
114,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-19.JPG,fox,0.9946843981742859
115,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-27.JPG,fox,0.9978557229042053
116,../pictures/01_CZARNE/B/Zima/2/2023-03-06 06-00-34.JPG,fox,0.9770519137382507
117,../pictures/01_CZARNE/B/Zima/2/2023-03-08 13-24-20.JPG,bird,0.9759498238563538
118,../pictures/01_CZARNE/B/Zima/2/2023-03-09 14-02-59.JPG,fox,0.9911709427833557
119,../pictures/01_CZARNE/B/Zima/2/2023-03-10 18-14-42.JPG,fox,0.9009712338447571
120,../pictures/01_CZARNE/B/Zima/3/2023-03-04 06-56-42.JPG,squirrel,0.39790141582489014
121,../pictures/01_CZARNE/B/Zima/3/2023-03-08 04-49-02.JPG,hare,0.6586000919342041
122,../pictures/01_CZARNE/B/Zima/3/2023-03-08 10-25-35.JPG,bird,0.9313050508499146
123,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-22-36.JPG,bird,0.9649089574813843
124,../pictures/01_CZARNE/R/Lato/1/2023-07-16 16-23-00.JPG,bird,0.9153451323509216
125,../pictures/01_CZARNE/R/Lato/1/2023-07-20 20-57-12.JPG,fox,0.519978940486908
126,../pictures/01_CZARNE/R/Lato/1/2023-07-27 20-11-08.JPG,mink,0.1721317023038864
127,../pictures/01_CZARNE/R/Lato/2/2023-07-17 06-31-45.JPG,roe deer,0.9588049054145813
128,../pictures/01_CZARNE/R/Lato/2/2023-07-17 22-30-59.JPG,fox,0.9153743982315063
129,../pictures/01_CZARNE/R/Lato/2/2023-07-18 03-36-56.JPG,roe deer,0.7888007164001465
130,../pictures/01_CZARNE/R/Lato/2/2023-07-18 03-37-03.JPG,roe deer,0.9597004055976868
131,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-56-24.JPG,red deer,0.4641527831554413
132,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-56-51.JPG,red deer,0.7045249342918396
133,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-28.JPG,red deer,0.5558455586433411
134,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-36.JPG,red deer,0.8889236450195312
135,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-57-54.JPG,red deer,0.46526727080345154
136,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-58-02.JPG,red deer,0.7827237248420715
137,../pictures/01_CZARNE/R/Lato/2/2023-07-18 04-58-17.JPG,red deer,0.8869984745979309
138,../pictures/01_CZARNE/R/Lato/3/2023-07-28 13-12-15.JPG,red deer,0.21670858561992645
139,../pictures/01_CZARNE/R/Późna jesień/1/2022-11-27 20-44-11.JPG,fox,0.9885174036026001
140,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-03-20.JPG,red deer,0.9255570769309998
141,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-06-09.JPG,red deer,0.9870362877845764
142,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-07-03.JPG,red deer,0.986570417881012
143,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-07-31.JPG,red deer,0.9814085364341736
144,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-08-09.JPG,red deer,0.979714572429657
145,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-24-54.JPG,red deer,0.9077161550521851
146,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-25-19.JPG,red deer,0.8847022652626038
147,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-27-28.JPG,red deer,0.9365590810775757
148,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-10.JPG,red deer,0.9979391694068909
149,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-18.JPG,red deer,0.9873911738395691
150,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-28-32.JPG,red deer,0.9973098039627075
151,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-30-22.JPG,red deer,0.9594627618789673
152,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-30-47.JPG,red deer,0.9935484528541565
153,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-08 15-31-10.JPG,red deer,0.9881957769393921
154,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-04.JPG,wild boar,0.9993895292282104
155,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-11.JPG,wild boar,0.9988178610801697
156,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-19.JPG,wild boar,0.9983117580413818
157,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-30.JPG,wild boar,0.9970335960388184
158,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-38.JPG,wild boar,0.9987117052078247
159,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-45.JPG,wild boar,0.997100293636322
160,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-09-56.JPG,wild boar,0.6949028372764587
161,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-10-05.JPG,wild boar,0.9973376393318176
162,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-09 01-10-16.JPG,wild boar,0.7594394087791443
163,../pictures/01_CZARNE/R/Późna jesień/1/2022-12-10 20-27-31.JPG,fox,0.9817014932632446
164,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-24-33.JPG,wild boar,0.9969078898429871
165,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-24-49.JPG,wild boar,0.9959269165992737
166,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-07.JPG,wild boar,0.9966848492622375
167,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-23.JPG,wild boar,0.9735626578330994
168,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-31.JPG,wild boar,0.9994562268257141
169,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-43.JPG,wild boar,0.9947986602783203
170,../pictures/01_CZARNE/R/Późna jesień/2/2022-11-27 16-25-57.JPG,wild boar,0.9984347224235535
171,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-01 04-39-36.JPG,red deer,0.9864187836647034
172,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-01 04-40-53.JPG,red deer,0.9989349246025085
173,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-30-06.JPG,red deer,0.9929266571998596
174,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-30-48.JPG,red deer,0.9823810458183289
175,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-31-32.JPG,red deer,0.9729489088058472
176,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-05 19-32-47.JPG,red deer,0.9746920466423035
177,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-53-11.JPG,red deer,0.7130251526832581
178,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-59-37.JPG,red deer,0.9820742011070251
179,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-08 14-59-45.JPG,red deer,0.9938255548477173
180,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-09 01-08-37.JPG,wild boar,0.9983708262443542
181,../pictures/01_CZARNE/R/Późna jesień/2/2022-12-09 01-09-04.JPG,wild boar,0.9682018160820007
182,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-20-57.JPG,wild boar,0.9041670560836792
183,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-04.JPG,wild boar,0.7386496663093567
184,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-11.JPG,wild boar,0.9950071573257446
185,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-18.JPG,wild boar,0.9982938170433044
186,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-27.JPG,wild boar,0.9976010918617249
187,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-36.JPG,wild boar,0.9993714690208435
188,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-45.JPG,wild boar,0.9996206760406494
189,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-21-52.JPG,wild boar,0.9988275170326233
190,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-28-08.JPG,empty,0.0
191,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-22-40.JPG,empty,0.0
192,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-01.JPG,wild boar,0.31317955255508423
193,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-10.JPG,wild boar,0.9995787739753723
194,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-20.JPG,wild boar,0.9995532631874084
195,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-29.JPG,wild boar,0.9997779726982117
196,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-36.JPG,wild boar,0.9962955117225647
197,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-44.JPG,wild boar,0.9976449608802795
198,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-51.JPG,wild boar,0.9996949434280396
199,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-22-58.JPG,wild boar,0.9985175728797913
200,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-06.JPG,wild boar,0.9997604489326477
201,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-13.JPG,wild boar,0.999664306640625
202,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-21.JPG,wild boar,0.9995507597923279
203,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-29.JPG,wild boar,0.9949348568916321
204,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-36.JPG,wild boar,0.9990130662918091
205,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-44.JPG,wild boar,0.9994027614593506
206,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-23-53.JPG,wild boar,0.9997619986534119
207,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-01.JPG,wild boar,0.9991162419319153
208,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-10.JPG,wild boar,0.984012246131897
209,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-17.JPG,wild boar,0.992099940776825
210,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-24.JPG,wild boar,0.9994459748268127
211,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-32.JPG,wild boar,0.9993715882301331
212,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-40.JPG,wild boar,0.9996782541275024
213,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-24-49.JPG,wild boar,0.9903525710105896
214,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-00.JPG,wild boar,0.9994332194328308
215,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-08.JPG,wild boar,0.9995260238647461
216,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-16.JPG,wild boar,0.9996521472930908
217,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-23.JPG,wild boar,0.9989868998527527
218,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-30.JPG,wild boar,0.9996927976608276
219,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-37.JPG,wild boar,0.9986209869384766
220,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-46.JPG,wild boar,0.9805435538291931
221,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-25-54.JPG,wild boar,0.9429513216018677
222,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-02.JPG,wild boar,0.997403085231781
223,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-10.JPG,wild boar,0.986174464225769
224,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-21.JPG,wild boar,0.9421939253807068
225,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-28.JPG,wild boar,0.9995284080505371
226,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-35.JPG,wild boar,0.9995436072349548
227,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-44.JPG,wild boar,0.9996674060821533
228,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-26-51.JPG,wild boar,0.9984654188156128
229,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-00.JPG,wild boar,0.9986470341682434
230,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-08.JPG,wild boar,0.9597801566123962
231,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-15.JPG,wild boar,0.28521060943603516
232,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-27 16-27-57.JPG,wild boar,0.5329949855804443
233,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-28 03-57-14.JPG,wildcat,0.49731647968292236
234,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-30 09-31-46.JPG,dog,0.9915942549705505
235,../pictures/01_CZARNE/R/Późna jesień/3/2022-11-30 18-05-32.JPG,fox,0.2053499072790146
236,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-21-58.JPG,polecat,0.5713123083114624
237,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-23-24.JPG,marten,0.27125054597854614
238,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-23-37.JPG,marten,0.6265997290611267
239,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-24-17.JPG,fox,0.2127678245306015
240,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-26-47.JPG,wildcat,0.17613638937473297
241,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-26-55.JPG,marten,0.7919623255729675
242,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-55.JPG,empty,0.0
243,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-11.JPG,empty,0.0
244,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-06 03-23-53.JPG,empty,0.0
245,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-12.JPG,marten,0.8237767815589905
246,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-31-19.JPG,marten,0.5312212705612183
247,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-03.JPG,marten,0.5473700761795044
248,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-29.JPG,polecat,0.35074883699417114
249,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-32-46.JPG,marten,0.7376095652580261
250,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-33-10.JPG,polecat,0.49596288800239563
251,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-33-21.JPG,marten,0.9414018392562866
252,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 03-35-32.JPG,marten,0.6190807819366455
253,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-01 10-32-12.JPG,bird,0.9806535840034485
254,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-03 19-35-46.JPG,badger,0.15643422305583954
255,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-03 19-35-54.JPG,fox,0.9466754794120789
256,../pictures/01_CZARNE/R/Późna jesień/3/2022-12-04 16-46-21.JPG,fox,0.9965157508850098
